Epoch 1: Train Loss = 0.6113, Val Loss = 0.5557
Epoch 2: Train Loss = 0.4538, Val Loss = 0.4594
Epoch 3: Train Loss = 0.4030, Val Loss = 0.4126
Epoch 4: Train Loss = 0.3848, Val Loss = 0.4297
Epoch 5: Train Loss = 0.3666, Val Loss = 0.3896
Epoch 6: Train Loss = 0.3584, Val Loss = 0.4090
Epoch 7: Train Loss = 0.3492, Val Loss = 0.3754
Epoch 8: Train Loss = 0.3450, Val Loss = 0.3895
Epoch 9: Train Loss = 0.3413, Val Loss = 0.3686
Epoch 10: Train Loss = 0.3351, Val Loss = 0.3485
Epoch 11: Train Loss = 0.3299, Val Loss = 0.3610
Epoch 12: Train Loss = 0.3294, Val Loss = 0.3539
Epoch 13: Train Loss = 0.3271, Val Loss = 0.3534
Epoch 14: Train Loss = 0.3220, Val Loss = 0.3673
Epoch 15: Train Loss = 0.3196, Val Loss = 0.3557
Epoch 1: Train Loss = 0.0088, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0091, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0095, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0100, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 3: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 4: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0091, Val Loss = 0.0000
Epoch 1: Train Loss = 0.9781, Val Loss = 1.1967
Epoch 1: Train Loss = 1.0081, Val Loss = 1.2381
Epoch 2: Train Loss = 0.8090, Val Loss = 1.1249
Epoch 3: Train Loss = 0.7231, Val Loss = 1.0236
Epoch 4: Train Loss = 0.6724, Val Loss = 0.9926
Epoch 5: Train Loss = 0.6427, Val Loss = 0.9306
Epoch 6: Train Loss = 0.6214, Val Loss = 1.0045
Epoch 7: Train Loss = 0.5965, Val Loss = 0.9126
Epoch 8: Train Loss = 0.5757, Val Loss = 0.9664
Epoch 9: Train Loss = 0.5596, Val Loss = 0.8817
Epoch 10: Train Loss = 0.5432, Val Loss = 0.8728
Epoch 29: Train Loss = 0.6298, Accuracy = 0.7769, Val Loss = 0.7304.
Epoch 30: Train Loss = 0.6298, Accuracy = 0.7779, Val Loss = 0.6940.
Epoch 31: Train Loss = 0.6229, Accuracy = 0.7803, Val Loss = 0.7285.
Epoch 32: Train Loss = 0.6256, Accuracy = 0.7801, Val Loss = 0.6952.
Epoch 33: Train Loss = 0.6273, Accuracy = 0.7800, Val Loss = 0.6905.
Epoch 34: Train Loss = 0.6202, Accuracy = 0.7804, Val Loss = 0.6888.
Epoch 35: Train Loss = 0.6202, Accuracy = 0.7811, Val Loss = 0.7281.
Epoch 36: Train Loss = 0.6185, Accuracy = 0.7824, Val Loss = 0.7620.
Epoch 37: Train Loss = 0.6204, Accuracy = 0.7838, Val Loss = 0.6863.
Epoch 38: Train Loss = 0.6147, Accuracy = 0.7828, Val Loss = 0.7028.
Epoch 39: Train Loss = 0.6125, Accuracy = 0.7822, Val Loss = 0.7111.
Epoch 40: Train Loss = 0.6224, Accuracy = 0.7835, Val Loss = 0.7051.
Epoch 41: Train Loss = 0.6144, Accuracy = 0.7833, Val Loss = 0.7079.
Epoch 42: Train Loss = 0.6161, Accuracy = 0.7836, Val Loss = 0.7031.
Epoch 43: Train Loss = 0.6156, Accuracy = 0.7835, Val Loss = 0.7221.
Epoch 44: Train Loss = 0.6113, Accuracy = 0.7821, Val Loss = 0.7271.
Epoch 45: Train Loss = 0.6115, Accuracy = 0.7863, Val Loss = 0.7102.
Epoch 46: Train Loss = 0.6097, Accuracy = 0.7865, Val Loss = 0.6797.
Epoch 47: Train Loss = 0.6081, Accuracy = 0.7855, Val Loss = 0.7195.
Epoch 48: Train Loss = 0.6123, Accuracy = 0.7854, Val Loss = 0.7185.
Epoch 49: Train Loss = 0.6098, Accuracy = 0.7849, Val Loss = 0.6839.
Epoch 50: Train Loss = 0.6148, Accuracy = 0.7858, Val Loss = 0.7463.
Epoch 51: Train Loss = 0.6114, Accuracy = 0.7858, Val Loss = 0.6786.
Epoch 52: Train Loss = 0.6152, Accuracy = 0.7845, Val Loss = 0.6859.
Epoch 53: Train Loss = 0.6133, Accuracy = 0.7846, Val Loss = 0.6918.
Epoch 54: Train Loss = 0.6111, Accuracy = 0.7857, Val Loss = 0.7546.
Epoch 55: Train Loss = 0.6159, Accuracy = 0.7829, Val Loss = 0.7206.
Epoch 56: Train Loss = 0.6110, Accuracy = 0.7847, Val Loss = 0.7415.
Epoch 57: Train Loss = 0.6122, Accuracy = 0.7856, Val Loss = 0.7392.
Epoch 58: Train Loss = 0.6141, Accuracy = 0.7858, Val Loss = 0.7092.
Epoch 59: Train Loss = 0.6167, Accuracy = 0.7845, Val Loss = 0.7075.
Epoch 60: Train Loss = 0.6105, Accuracy = 0.7846, Val Loss = 0.6958.
Epoch 61: Train Loss = 0.6160, Accuracy = 0.7840, Val Loss = 0.7825.
Epoch 1: Train Loss = 1.1084, Accuracy = 0.7886, Val Loss = 1.0885.
Epoch 1: Train Loss = 1.0754, Accuracy = 0.7820, Val Loss = 1.1812.
Epoch 2: Train Loss = 0.9093, Accuracy = 0.7432, Val Loss = 0.9436.
Epoch 3: Train Loss = 0.8516, Accuracy = 0.7396, Val Loss = 0.8890.
Epoch 4: Train Loss = 0.8124, Accuracy = 0.7441, Val Loss = 0.8744.
Epoch 5: Train Loss = 0.7849, Accuracy = 0.7448, Val Loss = 0.8855.
Epoch 6: Train Loss = 0.7671, Accuracy = 0.7494, Val Loss = 0.8260.
Epoch 7: Train Loss = 0.7444, Accuracy = 0.7505, Val Loss = 0.7959.
Epoch 8: Train Loss = 0.7249, Accuracy = 0.7544, Val Loss = 0.8418.
Epoch 9: Train Loss = 0.7111, Accuracy = 0.7572, Val Loss = 0.7947.
Epoch 10: Train Loss = 0.7028, Accuracy = 0.7588, Val Loss = 0.8192.
